id,name,address,birthdate,nationality,ownership_percentage,type
243,Margaret Carroll,"22263 Brown Parkway
Parsonsmouth, AK 99441",1970-11-08,Ghana,2.9,Person
244,Cindy Gonzales,"7215 Nathan Alley
Matthewtown, AK 77968",1970-01-10,Pitcairn Islands,83.19,Person
245,Erin Hart,"845 Wiley Mountains
Judithville, MD 16832",1937-03-25,Seychelles,12.99,Person
246,Andrew Hernandez,"044 Baker Lodge Suite 209
South Mariatown, PR 26020",2022-06-18,Angola,99.66,Company
247,Jason Dawson,"4369 Matthew Mountains
Churchton, PA 43579",1998-10-04,Guam,28.92,Person
248,Robert Booth,"1628 Hahn Isle
Henryborough, OK 37250",1979-06-15,Saint Lucia,65.02,Company
249,Cynthia Franklin,"9190 Barnes Crossing Suite 098
Jacksonberg, WV 49859",1921-04-11,Samoa,74.81,Person
250,Ann Grant,"42955 Shari Freeway Suite 355
Martinezborough, NC 74189",1965-09-25,Ireland,65.01,Company
251,Dr. Andrea Castro,"436 Bautista Hills Apt. 516
South Noahhaven, WV 82939",2005-03-08,Philippines,40.11,Person
252,Heather Myers,"8957 Kimberly Manors
West Meganshire, DC 08296",1949-09-14,Trinidad and Tobago,56.13,Person
253,Danielle James,"0417 Ryan Haven
Port Gary, NH 98183",1938-06-27,Sweden,3.73,Company
254,Jeremy Martinez,"392 Jose Circle Suite 172
Port Tarachester, CO 44739",1949-10-18,Moldova,53.59,Person
255,Craig Pittman,"368 Nathan Club Apt. 856
Millerport, TX 25887",1950-12-10,Costa Rica,12.44,Company
256,Elizabeth Hicks,"183 Cole Tunnel
North Kaitlyn, ME 29174",1947-12-25,Holy See (Vatican City State),41.84,Person
257,Charles Gibson,"PSC 3750, Box 2575
APO AE 46775",1981-01-28,Saint Vincent and the Grenadines,79.19,Company
258,Jaclyn Hammond,"043 Ramirez Radial Apt. 101
Serranochester, MP 19666",2004-07-16,Canada,92.76,Person
259,Michael Tucker,"64503 Matthew Spur Apt. 945
Susanhaven, WA 91821",1980-11-17,Tonga,0.83,Company
260,Kelly Vargas,"678 Megan Unions
Mcmillanberg, MN 40980",2024-10-24,Saint Martin,33.33,Person
261,Angela Miranda,"9275 Shields Causeway Suite 812
Chadfort, AS 09606",1911-01-25,Morocco,77.85,Person
262,Shane Cox,"PSC 7587, Box 5756
APO AA 66081",2019-10-24,Bhutan,98.46,Company
263,Bobby Smith,"2333 Martha Mountains Suite 238
Michellemouth, MA 77017",2021-01-03,Hungary,7.61,Person
264,Kevin Evans,"PSC 8042, Box 4471
APO AE 64953",2022-02-07,Saint Lucia,77.31,Person
265,April Harvey,"Unit 3638 Box 4488
DPO AA 32271",1915-07-09,Dominica,13.55,Person
266,Valerie Hopkins,"01047 Hawkins Forges Apt. 354
South Katherineburgh, SC 31350",1919-06-22,Djibouti,55.86,Person
267,Kyle Nelson,"64399 Levine Mountain
Williamsshire, ME 85782",1930-11-21,Turks and Caicos Islands,69.76,Person
268,Jason Simpson,"741 Elizabeth Circles
West Amandaside, MS 94855",1936-10-21,Hungary,98.13,Company
269,Katherine Watts,"645 Kyle Mission
Dayburgh, IA 19252",1921-06-04,French Guiana,73.16,Person
270,Javier Mills,"39958 Michael Spur
Jasonport, PW 71232",1951-03-13,Malta,61.82,Person
271,John Turner,"93279 Cindy Centers Suite 455
East Erin, ID 65346",1981-09-01,Swaziland,70.78,Company
272,Gregory Hayes,"48139 Hernandez Plain Apt. 699
Carlosmouth, ND 25189",1949-04-26,Rwanda,98.13,Person
273,Debra Williams,"7533 Jennifer Glen
Lake Margaretton, ND 99762",2015-09-17,Niue,48.63,Company
274,Chad Gonzalez,"046 Bobby Avenue
New Brianport, NY 65826",1974-10-30,Tunisia,25.8,Person
275,Robert Smith,"2722 Ronald Walk
West Krystalstad, MN 84390",2001-02-18,Gambia,49.55,Company
276,Jeffrey Owens,"9421 Matthew Underpass
Torresfurt, NJ 26260",1971-02-10,Australia,21.06,Company
277,Karen Jones,"65741 Lisa Rue
Hoffmanmouth, PW 52985",1939-04-21,Namibia,73.87,Person
278,Diane Garza,"45219 Smith Turnpike
East Jakehaven, VI 47807",1949-08-18,Gambia,8.47,Person
279,Katie Atkins,"0470 Stephen Trail Suite 972
Gabrielstad, NY 16186",1944-02-03,Aruba,79.2,Company
280,Matthew Martin,"31181 Mason Plaza
Lake Jeanne, VI 06779",2002-04-24,Lebanon,82.65,Company
281,Patricia Klein,"931 Olivia Cove
North Danielleburgh, WA 84736",1966-01-16,Norfolk Island,58.15,Person
282,David Sheppard,"468 Shaw Squares
Port Abigail, ID 56979",2015-12-31,Bouvet Island (Bouvetoya),52.51,Company
283,Kyle Key,"33292 Melody Trail
Lake Peterville, CO 93173",1914-05-29,Vanuatu,28.31,Company
284,Nichole Li,"Unit 4369 Box 5690
DPO AA 04304",1965-01-02,Niger,77.06,Company
285,Kirk Harrison,"08092 Alexander Cape
Aguilarville, MI 98232",1960-12-19,Italy,47.53,Company
286,Christopher Lewis,"09303 Malone Rapid
East Christinechester, PW 89768",1916-02-19,Thailand,88.83,Person
287,Suzanne Pollard,"28876 Curtis Cliff
Port Marisa, IA 16367",1959-07-13,Peru,5.51,Company
288,Norma Davis,"06073 Koch Estate Apt. 308
Maryland, AK 62172",1968-01-16,Antigua and Barbuda,73.27,Person
289,Edward Compton,"9171 Martinez Harbor
South Shaun, OR 02704",1920-04-28,Cote d'Ivoire,14.69,Company
290,Christine Maldonado,"65217 Padilla Pine Suite 219
Stephaniechester, IL 50180",1942-11-05,Korea,47.66,Person
291,Amanda Pearson,"9240 Jeffery Walks Suite 836
North Travis, MP 38517",1963-10-25,Romania,80.68,Company
292,Jasmine Cervantes,"998 Matthew Trafficway
Clarkhaven, OH 55031",2025-03-11,Kuwait,4.15,Company
293,Joy Bowman,"4590 Corey Mills Suite 721
Lake Deanhaven, GA 56569",1917-03-11,French Guiana,96.88,Person
294,Brett Walker,"08815 Rodriguez Curve Suite 482
Seanland, WI 72831",1992-11-27,Falkland Islands (Malvinas),50.79,Person
295,Scott Wood,"18493 Ramirez Ways
West Caitlyn, OK 63834",1917-12-29,British Indian Ocean Territory (Chagos Archipelago),18.74,Person
296,David Miller,"670 Holly Brooks
Chavezbury, DC 35376",1910-04-21,Mayotte,0.17,Person
297,Michael Carney,"7013 Lewis Locks
Port Brookeshire, VI 03698",1960-05-23,United States Minor Outlying Islands,32.88,Company
298,Tyler Smith,"955 Joshua Fort Apt. 116
Codymouth, PW 43135",2001-08-04,Panama,99.96,Person
299,Charles Brewer,"3256 David Vista Suite 351
Port Danielle, MI 20739",1954-07-05,Guernsey,50.53,Person
300,Toni Boyer,"6766 Alice Walks
Grahamton, VA 96022",2020-08-27,Somalia,15.8,Company
301,David Buck,"USS Pugh
FPO AP 90623",1959-11-13,Falkland Islands (Malvinas),21.59,Person
302,Alfred Leonard,"221 Andrea Street Apt. 184
Charleshaven, GA 83022",1977-04-12,South Africa,75.71,Company
303,Jamie Barnett,"02693 Garcia Rest Apt. 137
East Donmouth, VT 61314",1928-03-31,Uganda,5.69,Company
304,Randy Miller,"480 Sarah Corner Suite 520
Debbieview, IL 98659",2006-03-11,Sweden,29.91,Company
305,Victoria Wilcox,"9515 Patricia Light Apt. 811
Williamshire, MT 70082",1961-04-18,Belize,92.0,Person
306,Thomas Hayes,"16903 Laura Parks Suite 297
West Jason, KS 95466",1934-11-03,Panama,58.29,Person
307,Erica Aguirre,"Unit 1809 Box 8191
DPO AE 63530",1997-11-16,Somalia,47.02,Person
308,Jeffrey Duran MD,"295 Johnson Forest Apt. 866
Feliciamouth, TN 08360",2008-08-02,Mali,16.56,Company
309,Bradley Rodriguez,"0288 Cynthia Knoll Suite 261
East Kimberly, AZ 56553",2013-07-31,Guam,69.62,Person
310,Ryan Hill,"5416 Stephanie Estate
South Jerrystad, SC 88698",1978-05-29,Ethiopia,64.19,Person
311,Christian Cooper,"968 James Ferry Suite 928
Micheleshire, MT 07063",1915-05-20,Swaziland,52.41,Company
312,Amanda Richardson,"54102 Moore Harbors
Port Kevin, FM 99486",1984-12-11,Antigua and Barbuda,24.35,Company
313,Regina Wells,"PSC 1702, Box 7137
APO AP 20767",1922-04-20,Saint Martin,9.34,Person
314,Lisa Richardson,"0480 Jason Ridges
Derekville, CA 05524",1955-12-28,Afghanistan,90.05,Company
315,Michael Barker,"835 Ortega Wall Suite 163
West Maryborough, MS 66424",2001-06-19,Iran,17.59,Company
316,Wendy Scott,"8872 Rachel Circles Apt. 620
New Stacy, NY 68342",1973-07-15,Marshall Islands,7.7,Person
317,Justin Spencer,"1071 Horton Union
West Heatherport, GU 29204",1978-07-10,Congo,10.96,Person
318,Robert Graham,"896 Deleon Wall Apt. 634
Lake Adamville, HI 14462",1928-11-18,Saint Lucia,99.24,Person
319,Lindsey Hunt,"035 Henderson Springs Apt. 187
Millerbury, FL 32694",1952-07-03,Namibia,8.05,Company
320,Scott Singleton,"175 Tran Glen Apt. 403
East Courtneyfurt, ME 25359",2016-01-26,Burundi,10.06,Company
321,Laura Mclean,"272 Chavez Causeway
Rachaelhaven, MD 11842",1972-07-25,Saudi Arabia,67.51,Person
322,Charles West,"949 Juan Glen
Adamsview, NH 83959",1910-05-28,Georgia,96.92,Person
323,Edward Oneill,"74493 Dickson Spur
North Andrew, AZ 85370",1938-07-08,Gabon,93.81,Company
324,Brittany Holt,"08055 Ryan Springs
Mathewston, IN 53261",2017-02-05,Bolivia,67.41,Company
325,Gerald Hutchinson,"Unit 0213 Box 1561
DPO AE 64356",1980-05-08,Namibia,54.46,Person
326,Cindy Warren,"0988 Molina Lodge
East Barbara, IA 84223",2021-01-24,United States of America,28.63,Person
327,Kevin Young,"8450 Velasquez Canyon
Port Kendra, OH 47685",1954-04-16,Cayman Islands,52.3,Person
328,Jacob Holmes,"05669 Sarah Pass Suite 057
New Christophertown, MI 75668",1942-11-06,Wallis and Futuna,69.77,Company
329,Jacqueline Osborne,"64814 Lauren Mountain
Johnstonland, ME 65822",2002-12-29,Madagascar,24.95,Person
330,David May,"05208 Patty Via Suite 345
Port Megan, DC 13730",1975-06-15,Andorra,27.6,Person
331,Jennifer Benitez,"206 Mullen Oval
East Coreychester, ME 26973",2006-04-09,Seychelles,72.03,Person
332,Joel Barton,"USS Holmes
FPO AP 04885",1920-12-29,Iran,18.11,Company
333,Alexandra Weaver,"0474 Sanders Squares
Rhondaside, WI 13541",1946-03-19,Bahamas,18.3,Person
334,Reginald Cortez,"8120 Frederick Rest Apt. 666
Weisstown, TX 07080",1987-11-18,Tajikistan,92.56,Company
335,Heather Huerta,"0349 Ortiz Key Apt. 208
Port Carlland, NV 78121",1985-09-17,China,74.82,Company
336,Edward Mooney,"Unit 8029 Box 7983
DPO AA 97872",1933-05-19,Marshall Islands,77.86,Person
337,Joseph Thompson,"27643 Joshua Heights Suite 833
New Barbara, AS 17589",1984-02-20,Anguilla,50.82,Company
338,Matthew Estrada,"9041 Lee Lodge Suite 001
New Paulmouth, PW 42429",1945-04-19,Tuvalu,7.44,Person
339,Daniel Woodard,"226 Cabrera Knoll
Esparzaberg, MH 91331",1977-07-31,Cape Verde,9.86,Person
340,Elizabeth Garrison,"86132 Burns Place Apt. 343
New Samantha, KS 35827",2003-01-07,Gambia,98.74,Person
341,Erin Reed,"75766 Brown Centers
Lake Amandabury, CO 58523",1924-04-13,Vietnam,46.44,Company
342,Michael Dunn,"45937 John Point Suite 835
Port Jeremy, NV 85544",1995-08-18,Brunei Darussalam,55.18,Person
343,David Willis,"020 Ferrell Plain Apt. 762
East Robertfurt, NC 20859",2004-12-07,Chad,41.78,Company
344,Douglas Poole,"PSC 8758, Box 8126
APO AP 40052",2023-01-11,Seychelles,88.24,Person
345,Miss Cheryl Aguilar,"5202 Neil Glens
Zacharyfurt, AK 52314",1913-02-14,Myanmar,1.65,Company
346,Pamela Brown,"6463 Jessica Branch Apt. 083
Robertaview, DE 50375",1981-09-05,Turks and Caicos Islands,46.09,Company
347,Jeffrey Parker,"378 Campbell Extensions Apt. 016
South Mollyborough, FM 48389",1987-07-19,Fiji,22.07,Person
348,Denise Harvey,"83356 Jason Fall
Bakerland, IN 21549",1993-12-10,Syrian Arab Republic,58.35,Company
349,Laura Cabrera,"361 Jacob Fields
Reedmouth, KS 78436",1953-03-04,Norfolk Island,12.39,Person
350,Sean Freeman,"6988 Crystal Turnpike Suite 395
West Lindsayton, VA 76851",1977-05-06,Montenegro,32.66,Person
351,Mitchell Cunningham,"5681 Randy Station Apt. 047
Sellersport, AR 68921",2009-05-15,Comoros,11.19,Company
352,Jeffrey Saunders,"04268 Curtis Mission
West Meghan, GA 23943",1957-01-19,Puerto Rico,96.89,Company
353,Steve Jimenez,"806 Jessica Mission Apt. 898
New Robert, TX 08817",1937-07-30,Saudi Arabia,81.0,Company
354,Cynthia Hansen,"06987 Kathleen Points
Reedbury, AS 07329",1995-08-19,Mauritius,28.25,Company
355,Angelica Nguyen,"978 Jackson Land
Lake Alexander, NH 01133",2020-03-06,Hong Kong,73.44,Company
356,Charles Robertson MD,"04050 Jones Well
East Adam, NY 22458",1920-09-16,Sao Tome and Principe,21.13,Company
357,Nathaniel Robinson,"PSC 0040, Box 2980
APO AE 68879",2000-12-08,Holy See (Vatican City State),75.71,Person
358,Ashley Garza DDS,"34855 Jackson Union Suite 034
Deborahtown, AZ 96361",2004-03-01,Hong Kong,77.22,Person
359,Phyllis Robinson,"441 Heather Plain Apt. 830
Jennifermouth, PW 51393",1972-01-20,Spain,64.58,Company
360,Kevin Gonzalez,"203 Davis Valleys
North Courtneyfurt, HI 02994",1918-05-05,Malawi,73.26,Company
361,Kelly Owen,"5668 Marcus Parks
Lake Juliebury, KY 26747",1928-12-08,Colombia,76.21,Company
362,Shaun Howard,"701 Mary Green Apt. 693
East George, VI 26059",1964-03-20,Benin,83.3,Company
363,Daniel Oconnell,"841 Rachel Rue
Leonardchester, MA 85884",1997-05-22,Kuwait,88.76,Company
364,Madeline Smith MD,"3203 Nicholas Isle Apt. 317
East Mackenzie, OH 29054",1964-01-17,Bouvet Island (Bouvetoya),95.61,Company
365,Eric Johnson,"252 Julie Landing
Michaelburgh, KS 92633",1986-05-20,Suriname,43.84,Company
366,Karen Blackwell,"PSC 7671, Box 4184
APO AA 05699",1960-04-30,Belize,70.35,Person
367,Gerald Medina,"07564 Samuel Road
Port Bridget, MT 28929",1955-04-16,Honduras,27.85,Person
368,Terry Richards,"534 Pierce Canyon
North Darleneside, FL 30202",2023-02-09,Germany,42.45,Company
369,Kimberly Watson,"4300 Lauren Creek Apt. 315
North Zoeshire, MD 78669",1925-11-24,Iceland,91.41,Person
370,Stephanie Buckley,"USNV Carey
FPO AA 52600",1909-06-21,Azerbaijan,65.24,Company
371,Jonathan Bennett,"120 Matthew Shores Suite 728
Jeffreymouth, VT 88074",1931-05-20,Tanzania,29.4,Person
372,Morgan Anderson,"44837 Ashley Canyon Apt. 317
Lisachester, NC 99525",1985-07-10,Taiwan,9.87,Person
373,Robert Richards,"2565 Jeanette Pike
East Angela, NY 40139",1997-03-15,Zambia,83.88,Person
374,Sandy Acosta,"Unit 2495 Box 4315
DPO AE 50793",1940-07-02,Colombia,25.71,Company
375,Scott Sanford,"521 Allison Cliff
South James, MH 85848",1915-10-25,Armenia,38.95,Person
376,Jose Williams,"08062 Williams Lakes
Mcclainborough, SD 97207",1965-02-18,Syrian Arab Republic,83.21,Person
377,Joseph Hill,"664 Ibarra Lights
Mitchellhaven, WY 56676",1925-05-09,Honduras,95.04,Person
378,Samantha Frederick,"15569 Anderson Flats Apt. 436
Dawnville, ND 48162",1961-09-15,United Kingdom,42.67,Person
379,John Bailey,"5113 Veronica Hills Suite 443
Port Valerie, DC 32384",1986-11-19,Equatorial Guinea,20.6,Company
380,Aaron Chase,"2886 Mary Course Suite 653
North Lisa, FL 47211",1953-08-29,Central African Republic,42.53,Company
381,Kevin Martinez Jr.,"804 Stephanie Tunnel Suite 094
West Lucas, IA 79750",1935-03-29,Estonia,83.21,Person
382,Chase Bates,"8363 Anne Ferry Suite 495
West David, NY 24776",1921-06-08,Saint Martin,98.26,Person
383,Ralph Ruiz,"119 Leonard Crest Suite 574
Evansside, OR 51428",1959-04-07,Equatorial Guinea,43.52,Person
384,Holly Cochran,"178 Anderson Lodge
East Richardshire, NH 24427",1929-01-20,Grenada,58.17,Person
385,Taylor Duffy,"4700 Wilkinson Street Suite 312
Heiditown, WA 63008",1993-12-04,Guinea,87.85,Company
386,Richard Meadows,"934 Mason Isle
Barnesborough, NY 04571",1927-01-28,India,24.85,Company
387,Toni Khan,"684 Berry Wall Suite 504
Harrisonport, MS 81969",1911-02-12,Bolivia,86.88,Person
388,Philip Robinson,"05578 Alvarez Squares Suite 215
Lake Charles, NY 53032",1929-10-30,Netherlands,32.05,Person
389,Mary Lawrence,"832 Acevedo Park Apt. 024
West Matthewville, TN 36843",1988-04-17,Japan,49.79,Person
390,Donna Woods,"Unit 2608 Box 7105
DPO AA 45366",1937-04-08,Saint Lucia,43.92,Company
391,Arthur Hunt,"1363 Patterson Knoll
South Cherylhaven, AZ 16345",1970-10-25,Italy,77.55,Person
392,Joseph Welch,"Unit 7908 Box 1617
DPO AE 65662",1996-05-11,Grenada,3.26,Person
393,Marc Gray,"413 Michael Track Suite 049
Reeveston, TN 55143",1997-01-24,Antigua and Barbuda,86.42,Company
394,Melissa Williams,"255 Heather Valleys
New Eric, KS 74872",1910-09-14,Ghana,16.55,Person
395,Joshua Trevino,"USNV Gibson
FPO AE 83798",1994-05-25,Lao People's Democratic Republic,71.07,Person
396,Fernando Gray,"PSC 4575, Box 5732
APO AA 76191",1996-01-28,Northern Mariana Islands,86.21,Person
397,Robyn Little,"660 Little Village Suite 662
Hendrixmouth, VI 93941",1975-11-25,Poland,24.63,Person
398,Kimberly Huff,"6425 Gerald Key Apt. 964
Vincenthaven, CT 55485",1969-11-13,Cuba,97.52,Company
399,Andrew Prince,"637 Marc Oval
Port Brendaborough, DC 64659",1953-07-04,Mauritius,67.9,Company
400,Katherine Peterson,"743 Aaron Lodge Suite 800
South Breanna, MP 74530",2024-04-20,Saint Kitts and Nevis,12.51,Company
401,Cindy Miller,"8382 Stephanie Extensions
South Larrytown, WI 85733",1967-07-17,Lithuania,46.49,Company
402,Alexis Kim,"37951 Green Mill
Campbellshire, WV 11220",1967-07-14,Uzbekistan,9.54,Person
403,Curtis Allison,"321 Mario Walk Apt. 799
Port Billybury, AR 27246",2007-11-09,Andorra,70.49,Company
404,Sheila Smith,"613 Bauer Centers
South Stephanie, WV 72773",1956-06-16,Slovenia,59.56,Person
405,Jeremy Thompson,"Unit 7717 Box 4429
DPO AP 33061",2010-05-01,Papua New Guinea,7.75,Company
406,Bryan Archer,"292 Ashley Tunnel Apt. 130
Samanthashire, MO 34003",1955-02-01,French Southern Territories,17.24,Company
407,Veronica Pope,"083 Miranda Heights
Erikafort, CA 89154",1977-05-25,Barbados,54.69,Person
408,Dustin Flores,"9234 Deborah Neck Suite 675
Pachecoshire, PA 11680",1975-10-17,Norway,53.26,Person
409,Kenneth Fernandez,"3975 Spence Station
East Ashley, TN 97483",1997-04-29,Armenia,43.96,Company
410,Raymond Palmer,"593 Travis Light
Kristiland, VT 41177",1922-07-24,Azerbaijan,38.89,Company
411,Robert Barrett,"118 Michael Center
West Johnmouth, GU 02356",1994-05-01,United States Virgin Islands,13.56,Company
412,Yesenia Robinson,"Unit 7585 Box 6028
DPO AA 97761",1973-09-30,Palestinian Territory,9.63,Company
413,Danielle Johnson,"329 Vance Port
New Cory, FM 08678",1996-06-16,Reunion,46.62,Company
414,Randall Mack,"5132 Burns Glen Apt. 470
North Nathanielmouth, NJ 76278",1933-02-13,Christmas Island,56.99,Person
415,Zachary Butler,"8845 Foster Valley Suite 903
Hobbsbury, GA 35212",2009-09-11,Madagascar,99.26,Person
416,Kelly Meyer,"448 Sanchez Street
South Shanehaven, OR 16578",2011-10-28,Saint Helena,60.86,Company
417,Angela Young,"PSC 7685, Box 9656
APO AP 26990",1992-03-29,Lesotho,44.95,Person
418,Anthony Serrano,"3034 Teresa Mews
Floresborough, DC 83782",1966-08-10,British Indian Ocean Territory (Chagos Archipelago),99.92,Company
419,Autumn Ford,"016 Gray Parks Suite 260
Ronaldbury, FL 52693",1982-03-26,Iran,70.57,Company
420,Holly Lara,"53795 Sheila Squares Apt. 785
New Ebony, WA 19895",2020-02-12,Belize,7.32,Company
421,Ashley Cardenas,"3130 Daniel Skyway Suite 294
Lake Jason, CT 72089",2003-05-22,Sao Tome and Principe,61.71,Person
422,Tracy Rios,"2952 Scott Cove Suite 435
Lake Erikstad, PR 53100",2006-04-26,Faroe Islands,30.79,Company
423,Paul Pierce Jr.,"USNV Duffy
FPO AE 33235",1971-04-01,Turkmenistan,35.52,Company
424,Amy Stephens,"2868 Timothy Row
Haleytown, AS 04614",1970-01-01,Djibouti,35.61,Company
425,Laura Benton,"3623 Barnett Crossroad Suite 484
South David, GU 97402",1973-05-23,Niger,56.41,Person
426,Clinton Brooks,"6577 Maria Summit Suite 201
Jasontown, DE 23691",2018-03-27,Sao Tome and Principe,54.96,Company
427,Mario Hayes,"20307 Jennifer Run
Chavezburgh, VI 57769",1983-01-30,Portugal,32.15,Person
428,Heidi Williams,"65259 Morris Drive Suite 374
Andersonton, ID 59845",1918-02-01,Uzbekistan,52.16,Person
429,Kimberly Smith,"624 John Valleys Suite 637
South Keithside, NE 56641",2022-04-15,Wallis and Futuna,16.5,Company
430,Raymond Harris,"1178 Powers Canyon Apt. 176
Charleshaven, OH 03475",1980-01-02,Cook Islands,56.64,Company
431,Scott Carter,"453 Sean Parkways
Jamesshire, GA 92606",1953-04-06,Japan,83.54,Company
432,Jacqueline Hubbard,"7063 Villegas View Suite 102
South Amandaton, OK 75863",2024-03-28,French Guiana,13.92,Company
433,Devin Carlson,"02858 Mullins Terrace Suite 385
Evanbury, NC 01393",1920-12-03,Georgia,33.19,Person
434,Thomas Scott,"5134 Yolanda Key Suite 232
South Carlyfort, NY 33377",1980-11-12,Paraguay,9.14,Company
435,Annette Turner,"276 Robert Shores
Ashleyburgh, WA 97866",1938-11-10,Guinea,43.6,Company
436,John Vance,"66970 Charles Summit
Lake Tommystad, MP 33252",2013-12-17,Burundi,92.44,Company
437,Rachel Ochoa,"2338 Charles Mount Apt. 867
Port Juliamouth, MI 35314",1936-01-02,Australia,62.13,Person
438,Michelle Conner,"829 Hamilton Island
North Jenniferfort, SC 96740",1929-01-04,Chad,28.07,Company
439,Emily Mcdonald,"538 Shepherd Rue Apt. 445
Port Thomasmouth, ND 89418",2010-08-15,Mozambique,27.57,Person
440,Brian Jenkins,"001 Fletcher Corner Suite 444
Dylanton, IA 08394",1998-11-01,Andorra,51.0,Person
